order_id,payment_sequential,payment_type,payment_installments,payment_value
00fb278a99144cc1004b3ed1452ff5e1,1,credit_card,3,30.95
006e43460a55bc60c0a437521e426529,1,credit_card,3,142.06
00e6bc6b166eb28b4502c1cad4457248,2,voucher,1,66.07
011a56023faf5bbb9af634e20a85f7bc,1,credit_card,6,137.28
0016dfedd97fc2950e388d2971d718c7,2,voucher,1,17.92
01115c06246220def210911556bdc0e5,1,credit_card,1,143.68
012f255bd5034b8e7fb3c91566a91cc8,1,credit_card,1,92.8
00ea33f994bec0bbfda582074083ae12,1,credit_card,1,108.32
0094d4660e323945f84f5c29eb348aae,1,credit_card,8,309.4
011108c8a3d6eee6807f48a2e639439f,1,credit_card,7,691.49
011080783e02d05b26c8c158b3653a42,1,credit_card,1,47.72
00a4d94df1c9757661679b2f4bd6d311,1,boleto,1,59.33
007ec946d4f798caf2b43c9d44c56421,1,boleto,1,43.0
0122e81ff800460e44bb9c983ff2a2fd,1,boleto,1,74.28
00345f338696283410b7977d2e3efc89,1,credit_card,1,67.34
00d1289d5125017a90e528b5a7cee91f,1,credit_card,9,179.0
0081ab2c99dc85945c28926b77dc6960,1,credit_card,4,279.7
0046176ff0dbc2a178b7885355dfbb71,1,credit_card,1,137.72
004345d16a1ab2c21962992c721c8643,1,voucher,1,53.27
00a379dfab816a83741012b71b264098,1,credit_card,1,23.38
0025c5d1a8ca53a240ec2634bb4492ea,1,credit_card,7,419.39
001021efaa8636c29475e7734483457d,1,credit_card,3,64.1
0035246a40f520710769010f752e7507,1,credit_card,8,99.11
00b4846d477a7baf5d4e47970bc08c7e,1,boleto,1,48.01
0136390286be8a34efdc801ed150568f,1,credit_card,4,40.56
00010242fe8c5a6d1ba2dd792cb16214,1,credit_card,2,72.19
00e63486fad9d24645c9c84ed77c15fa,1,credit_card,1,54.32
00f98eaeddb9debc8df8cb27e08216d4,1,boleto,1,60.94
00af53fdc2002f5b6a8f16db648e003b,1,credit_card,2,51.75
0149c597dcc0963d7315f904495b631c,1,credit_card,3,37.88
010ef5b0279d7512e7343cb775e423c0,1,credit_card,1,74.41
0008288aa423d2a3f00fcb17cd7d8719,1,boleto,1,126.54
001e7cf2ad6bef3ade12ebc56ceaf0f3,1,credit_card,2,51.1
0132f39e8ad9b42ad2d41c847f44c0ed,1,credit_card,3,37.16
013b811ba81339b7634ab5231c547e6a,1,credit_card,8,116.94
00ab9fa91aafa3d881164b0da48999aa,1,credit_card,1,644.34
00bdebefeb760588a3425fad9dfed3d9,1,credit_card,6,139.98
01235dc626dcf13283207ba7f36a959a,1,boleto,1,66.86
002175704e8b209f61b9ad5cfd92b60e,1,credit_card,3,123.11
001e7ba991be1b19605ca0316e7130f9,1,credit_card,10,213.21
0132d77609dd6e1867515ec57d898c10,1,credit_card,3,99.35
003324c70b19a16798817b2b3640e721,1,credit_card,5,234.7
012d8cbea490e6102cee6a2088aaa785,1,credit_card,2,112.89
0039500db36d50d7d0bfaf23723550f3,1,credit_card,2,203.23
00f1bb0af030935db1745ee28367ea26,1,credit_card,7,288.88
0016dfedd97fc2950e388d2971d718c7,1,credit_card,5,52.63
00f1a34f176151c4dcbd802c244e1072,1,credit_card,8,84.79
00891ba5de66f55000ee358ceea9b345,1,credit_card,4,149.69
00a57dfbb049fbaae10763e2cf15f797,1,boleto,1,337.38
000e906b789b55f64edcb1f84030f90d,1,credit_card,3,33.84
00ab3a43bda739029ffce95d3b2fb56c,1,boleto,1,35.36
010078e0913f48d014483bd856c01ca1,1,credit_card,1,58.61
00e4050fe32e786290a29c61141e979f,1,credit_card,4,64.0
0108fba93678555ad1cec9c267848187,1,credit_card,3,219.12
0095790a64527ec83aeaaf99023c050e,1,credit_card,6,62.66
00e32e413e017e64ff93a9e800b8e1be,1,credit_card,1,322.17
0098dbda25722a3f019fe252a0cd10b3,1,boleto,1,165.03
010ab3b1993057e91f825c672375a66d,1,credit_card,6,155.05
003f9bcc09427647c4b9d361a523545b,1,credit_card,8,238.8
00e6786fee8f476835c151a4d3fa9bf1,1,credit_card,5,175.77
00cf47526e0f7920b381b2baf4ecf1c7,1,credit_card,1,74.49
010d14f76a229c295260e4ca4744acc7,1,credit_card,1,44.69
0123a055aa66357326dd6db066592a7d,1,boleto,1,175.66
004157daafa0bc8672e01f00e4f0c04f,1,credit_card,4,222.91
0017afd5076e074a48f1f1a4c7bac9c5,1,credit_card,10,853.39
00c42b1633c1b2fa4e937bf312466561,1,credit_card,5,55.0
001ab0a7578dd66cd4b0a71f5b6e1e41,1,boleto,1,127.56
0094dc9ea7e3cd54d95aea42685673ff,1,credit_card,1,104.79
0115f8bb1dc16d3fac863ce1deb037b6,1,credit_card,4,136.46
00c763284c0056eed753352f5559ff0a,1,credit_card,6,94.55
0068c109948b9a1dfb8530d1978acef3,1,boleto,1,103.38
001ac194d4a326a6fa99b581e9a3d963,1,boleto,1,62.54
0101aea69a09e1aa32caa6dbaba98503,1,credit_card,8,94.9
0143924743f240e1fdcd6a8918fbe147,1,credit_card,3,111.89
0136bcc7370d7fdf44bd916a6dd583c6,1,credit_card,1,46.31
00bd8cf08fa3998ea6ad6d16c2165822,1,credit_card,1,34.28
011105c3b5b8693eda1bfb1f152cec2a,1,credit_card,5,251.59
00229e4e43f7a7e0b9dd819ad43268d3,1,credit_card,1,91.39
0025081dcf9330f9a5052ae82c6ce396,1,credit_card,3,33.18
002691433f09002ac9ca0c4e8dbb8ead,1,credit_card,1,120.43
00a77f9cc25b05b2004752593d7b8888,1,credit_card,9,196.4
009fa9bd0d92710e840793bfefa80867,1,boleto,1,100.33
000f25f4d72195062c040b12dce9a18a,1,credit_card,1,164.39
004ba47bb589cdbc485e6025bd6d3c81,1,credit_card,6,60.85
00789ce015e7e5791c7914f32bb4fad4,1,credit_card,10,190.81
006127b8b9a1681a982313ed7129c3c0,1,boleto,1,556.22
00c47cfa491ef55779ec7557673087fc,1,credit_card,1,72.07
013bc5ce14f856d31efc8bebdc3a278f,1,credit_card,1,32.61
01380d0df5b7dc8bd13f2266a57bd42c,1,credit_card,2,27.86
00042b26cf59d7ce69dfabb4e55b4fd9,1,credit_card,3,218.04
008eaf9004164883520d0bd32b107261,1,boleto,1,157.34
00995d799817ecc3bd2abd8fbe59c430,1,voucher,1,62.82
002f19a65a2ddd70a090297872e6d64e,2,voucher,1,33.18
012219b6d6d034eb359fc74730a080db,1,credit_card,1,217.4
0046e1d57f4c07c8c92ab26be8c3dfc0,1,credit_card,1,15.57
006557c3221c1fcd02b0106343ab357b,1,credit_card,1,23.17
008c3a655c66f4d92370d0d422732f69,1,boleto,1,99.44
0115d160c5fbd758a139ff90821db60d,1,boleto,1,411.63
011fcb4fabb3e142579ad63472b11227,1,boleto,1,23.1
0005a1a1728c9d785b8e2b08b904576c,1,credit_card,3,157.6
0079bca8e89bd52fdb87408e4f3fb94d,1,boleto,1,57.29
008cfe221ab054c89bc31720098cca51,1,credit_card,4,146.84
013056cfe49763c6f66bda03396c5ee3,1,credit_card,5,254.7
010b0f6bd323a9effd095a743e660f26,1,credit_card,3,36.71
01311f2795d8463a11f9422173687696,1,boleto,1,128.46
01358622f65717728b3b2ec2cf4e8812,1,credit_card,1,6.97
00b6e66f005a657a6b13eedcacdf9342,1,credit_card,8,477.32
0030ff924c38549807645976adeef2c0,1,credit_card,2,292.24
00fc308dd7f0937682698becaa9dcc45,1,voucher,1,104.11
01218a8a807fc187849529e6f12237a9,1,credit_card,1,30.1
0093cbf16a6afb7f0ab7cc821b6f9e92,1,credit_card,2,142.96
00b8d354b36820e9d6131fd5173c5581,1,boleto,1,65.31
0010b2e5201cc5f1ae7e9c6cc8f5bd00,1,credit_card,3,65.5
0019c29108428acffd089c36103c9440,1,credit_card,7,79.85
0020262c8a370bd5a174ea6a2a267321,1,credit_card,2,100.55
