product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
6782d593f63105318f46bbf7633279bf,perfumaria,30.0,487.0,1.0,200.0,16.0,14.0,12.0
55939df5d8d2b853fbc532bf8a00dc32,informatica_acessorios,40.0,245.0,1.0,600.0,26.0,12.0,13.0
77fdeb8d4f7502f75b6779205f30a875,cama_mesa_banho,56.0,333.0,1.0,12250.0,62.0,27.0,47.0
23365beed316535b4105bd800c46670e,telefonia,56.0,351.0,1.0,350.0,19.0,4.0,11.0
50fd2b788dc166edd20512370dac54df,eletronicos,46.0,2285.0,1.0,150.0,30.0,10.0,20.0
1c05e0964302b6cf68ca0d15f326c6ba,moveis_escritorio,46.0,1159.0,1.0,9375.0,55.0,54.0,19.0
84904413b82eee333a3f79137e8d197e,ferramentas_jardim,60.0,1799.0,3.0,1600.0,18.0,22.0,17.0
940d38f0ef286bd93612fcdc91dd38ed,utilidades_domesticas,58.0,837.0,1.0,4300.0,30.0,30.0,30.0
21b1c2f67a9aafb5af0eb06c13b9dbda,esporte_lazer,35.0,1132.0,8.0,9800.0,105.0,15.0,28.0
66f09a6de4f2ef63aaf5349b60a0e0c0,automotivo,52.0,1139.0,1.0,600.0,16.0,11.0,11.0
4cb6e86e1328e77e20b5f90771683cbe,esporte_lazer,46.0,728.0,1.0,1100.0,22.0,27.0,22.0
dbd55362ec13c706503b1c71a5068a1a,beleza_saude,53.0,526.0,3.0,473.0,21.0,16.0,13.0
93a99b40878c0d888fa4f44459fcac05,utilidades_domesticas,39.0,97.0,1.0,200.0,28.0,2.0,11.0
7c6ff274f0411bde88f5df8db5f64693,informatica_acessorios,59.0,808.0,5.0,340.0,17.0,13.0,13.0
a4d286543a67e29c930c99cbd7a55a8f,utilidades_domesticas,35.0,465.0,1.0,700.0,28.0,19.0,26.0
56cdfe67fbda57c1dcc752f5f361f981,informatica_acessorios,60.0,511.0,1.0,517.0,22.0,11.0,13.0
7289a8d65ae2c86dfdee27f8af257a3d,beleza_saude,46.0,940.0,2.0,1100.0,31.0,20.0,26.0
fb78b116998a9911245664c7823e1a95,telefonia,60.0,762.0,5.0,350.0,17.0,5.0,19.0
d9bdf643d95cb89844c0da1a0df1d16e,perfumaria,39.0,572.0,1.0,475.0,20.0,9.0,14.0
71c89e9d8fa274b017279aa322cd0e19,moveis_decoracao,52.0,1213.0,3.0,2750.0,70.0,5.0,15.0
76d75f398634bf194ba99d7297e7d1fa,informatica_acessorios,59.0,1775.0,4.0,350.0,25.0,11.0,15.0
52a8061c8e8e8cea30b41344aac26431,beleza_saude,50.0,757.0,1.0,600.0,74.0,15.0,15.0
ef8856db4e302ad33dc4d91e40f7593c,esporte_lazer,29.0,531.0,2.0,1350.0,41.0,10.0,35.0
bb1fe952bdc16ef8974d4ca11aec19b7,beleza_saude,57.0,581.0,1.0,417.0,16.0,15.0,14.0
e819fddd6622f30e872bfc89471c1408,moveis_decoracao,60.0,772.0,1.0,650.0,16.0,15.0,13.0
0ec7b6a863e219792bc4d50d3a62a839,cama_mesa_banho,60.0,2596.0,4.0,7474.0,54.0,29.0,40.0
d9c01b484ada6a360c2715a08fdf1568,telefonia,33.0,913.0,3.0,325.0,18.0,25.0,21.0
aacfae7cd4bac4849766f640abf2db8a,beleza_saude,38.0,639.0,2.0,317.0,17.0,11.0,12.0
5d66715cc928aadd0074f61332698593,eletronicos,52.0,390.0,1.0,150.0,20.0,13.0,18.0
9ecadb84c81da840dbf3564378b586e9,moveis_decoracao,41.0,789.0,1.0,950.0,20.0,35.0,20.0
430d215740da7fdda91cc938f8fd92f6,telefonia,50.0,2641.0,8.0,260.0,19.0,7.0,13.0
15c30c08ae39469fbf52befff9569adb,eletronicos,29.0,247.0,1.0,490.0,18.0,11.0,13.0
216bb0e0cd43ffd832e0973d35e0377e,construcao_ferramentas_iluminacao,56.0,1082.0,6.0,200.0,16.0,16.0,16.0
71bdf1a4d18c3cd68f108547f0b4cd1c,moveis_decoracao,62.0,1699.0,1.0,700.0,60.0,11.0,11.0
6cdd53843498f92890544667809f1595,beleza_saude,51.0,625.0,1.0,900.0,25.0,12.0,38.0
f2bcc887769f563eb4f126389e64715a,cama_mesa_banho,40.0,207.0,1.0,700.0,35.0,7.0,27.0
2e1963427978dab49b4bcb0a07b109cc,informatica_acessorios,52.0,1000.0,1.0,400.0,25.0,20.0,20.0
28a652ff04e43c1bc57937a9f8770f9b,papelaria,55.0,264.0,4.0,7700.0,28.0,55.0,37.0
583f158587cdecda3e8bdea694021e39,esporte_lazer,57.0,1042.0,7.0,800.0,42.0,8.0,26.0
a04f52ded97b5530e8783e3c002b90f0,cama_mesa_banho,54.0,192.0,1.0,900.0,44.0,2.0,36.0
29427de7f8a9ee983d9dbc51cec569b4,cool_stuff,54.0,995.0,1.0,4475.0,44.0,24.0,31.0
aa8d88eb4b9cb38894e33fa624c4287f,relogios_presentes,54.0,335.0,4.0,250.0,16.0,2.0,11.0
958cd4fc82ce0223c757f47bc9d67e23,automotivo,59.0,1275.0,6.0,1550.0,23.0,12.0,16.0
e19ddcc85537b41f22116c8d5425ef46,moveis_decoracao,48.0,519.0,3.0,700.0,26.0,8.0,22.0
5b4b8595bd33017cf3c87c8ab09c2e42,papelaria,54.0,231.0,1.0,150.0,17.0,6.0,11.0
cdb8d3c880b6639a70764c6734e6bb69,beleza_saude,25.0,447.0,1.0,30000.0,58.0,55.0,44.0
d6dc2dcbb3ef25e47ef82f3c013ab820,casa_construcao,53.0,646.0,1.0,6500.0,30.0,35.0,30.0
19421075ae0b585f2dc13ff149e2119d,esporte_lazer,32.0,1797.0,1.0,150.0,16.0,16.0,11.0
ee0c1cf2fbeae95205b4aa506f1469f0,perfumaria,44.0,334.0,1.0,200.0,16.0,16.0,13.0
1e1a186a03f0d98268516827690d4fd2,bebes,60.0,1078.0,4.0,575.0,16.0,18.0,17.0
a6f449f6257f26e556013151cee46b4b,papelaria,57.0,1470.0,3.0,700.0,20.0,50.0,40.0
eb883e95b710f252cb15d0fb41d8bbe9,sinalizacao_e_seguranca,54.0,908.0,1.0,3000.0,30.0,30.0,30.0
b20004b530789d5db586f589da0ef3e3,brinquedos,48.0,804.0,2.0,800.0,36.0,31.0,26.0
e67307ff0f15ade43fcb6e670be7a74c,beleza_saude,47.0,1474.0,3.0,150.0,43.0,13.0,14.0
b0ed7fe63babb3e705115f53fa74b20c,eletrodomesticos,38.0,928.0,2.0,1200.0,28.0,8.0,13.0
97c58626cc3e15d514d2095f69650220,perfumaria,38.0,242.0,1.0,429.0,20.0,12.0,14.0
b5adf7b72a7eb667aafd446581c35f3f,relogios_presentes,44.0,234.0,1.0,483.0,17.0,11.0,13.0
dbb67791e405873b259e4656bf971246,informatica_acessorios,32.0,321.0,1.0,207.0,17.0,12.0,13.0
0c7ec2b24166d57ac38a9db523711782,moveis_decoracao,22.0,250.0,1.0,1900.0,23.0,50.0,20.0
c4cf7c2e1f190d51517eba7e8211c8e6,beleza_saude,50.0,1077.0,1.0,200.0,17.0,8.0,12.0
595fac2a385ac33a80bd5114aec74eb8,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0
d54c5b81fc2b38707588dd4eddc7c594,moveis_decoracao,59.0,455.0,1.0,7850.0,52.0,18.0,35.0
c2ece64199af7a53793ed9612a89a8cd,moveis_decoracao,59.0,955.0,7.0,2500.0,60.0,12.0,20.0
8323a7adeb57da21acea7e83563bed90,fraldas_higiene,49.0,326.0,1.0,250.0,20.0,20.0,20.0
fe59a1e006df3ac42bf0ceb876d70969,informatica_acessorios,60.0,2136.0,1.0,3407.0,28.0,22.0,23.0
1629b469d01aadb4f92644039ad17d5c,telefonia,59.0,776.0,6.0,300.0,17.0,4.0,12.0
892832da5b05b0f54578e1f14f193c22,cool_stuff,53.0,270.0,1.0,1000.0,33.0,44.0,19.0
13944d17b257432717fd260e69853140,cama_mesa_banho,48.0,203.0,1.0,400.0,35.0,5.0,24.0
8c81af91a9b96d073ccaf0d3402ec5b2,informatica_acessorios,24.0,1590.0,2.0,400.0,17.0,7.0,15.0
c35498fbb4358837ae16850f50c3fd22,telefonia,59.0,973.0,1.0,325.0,19.0,8.0,22.0
35557c68a22ecebcf066e25ca2ddc144,ferramentas_jardim,50.0,741.0,3.0,300.0,17.0,7.0,12.0
9eae06d51aaa383b2bed5547a19d581c,cama_mesa_banho,52.0,337.0,1.0,800.0,16.0,10.0,16.0
519f3a4ea67cdce4923fbc76badd6bd2,ferramentas_jardim,27.0,235.0,1.0,625.0,23.0,10.0,14.0
e95ee6822b66ac6058e2e4aff656071a,esporte_lazer,52.0,1153.0,1.0,180.0,17.0,11.0,14.0
242ec3ff603c92ddc1e59d83b9e40a2d,bebes,49.0,2830.0,1.0,200.0,16.0,5.0,15.0
24a014458ccc6e989b4fcef5fa71da58,cama_mesa_banho,53.0,348.0,1.0,2000.0,45.0,15.0,35.0
e53e557d5a159f5aa2c5e995dfdf244b,informatica_acessorios,33.0,256.0,1.0,180.0,17.0,10.0,13.0
3552627a68384dc559f0fd4cce173269,fashion_bolsas_e_acessorios,31.0,203.0,4.0,150.0,18.0,9.0,11.0
87ea2f45559e10519513a20b24147316,informatica_acessorios,48.0,2776.0,5.0,100.0,17.0,9.0,14.0
e8ca1ff2d0a28edb5be8bfbf2964dc3a,esporte_lazer,52.0,320.0,1.0,450.0,42.0,10.0,25.0
779559842fc122d55edbd03153f35e81,esporte_lazer,55.0,1028.0,3.0,200.0,21.0,13.0,26.0
84f456958365164420cfc80fbe4c7fab,cama_mesa_banho,55.0,312.0,1.0,1550.0,44.0,14.0,34.0
19f0917ba5781b978298ffcd9ae225c1,consoles_games,38.0,41.0,1.0,150.0,20.0,3.0,18.0
b0961721fd839e9982420e807758a2a6,ferramentas_jardim,59.0,341.0,2.0,1850.0,37.0,22.0,40.0
28b4eced95a52d9c437a4caf9d311b95,moveis_decoracao,60.0,1953.0,1.0,750.0,69.0,11.0,11.0
fcf64c72035fc6f17660bae96c933ffb,perfumaria,31.0,395.0,1.0,200.0,16.0,16.0,16.0
0f2fd0a589cb7849c1dbedbd4109c2f8,beleza_saude,46.0,509.0,1.0,870.0,19.0,17.0,15.0
7583d9a579408cb84bbc7b0e4548ec18,cama_mesa_banho,59.0,279.0,1.0,5650.0,40.0,15.0,23.0
b944aabf1fc45c01599ee96c7f4d533e,eletronicos,60.0,246.0,1.0,150.0,22.0,12.0,14.0
4f3b83b83f7fb280fca4f90ba502f50e,ferramentas_jardim,32.0,706.0,2.0,9050.0,39.0,12.0,42.0
dea3de7c4e7aa375d564fa2ddb7099b7,utilidades_domesticas,48.0,210.0,5.0,200.0,18.0,4.0,12.0
8d4f2bb7e93e6710a28f34fa83ee7d28,telefonia,52.0,815.0,1.0,200.0,27.0,5.0,20.0
3354a4e684f5e7199f9407db70ccd92b,cool_stuff,52.0,847.0,3.0,1200.0,42.0,25.0,15.0
72d6074ef5c81ec3102b3f2a052c5f49,beleza_saude,50.0,216.0,2.0,50.0,20.0,15.0,15.0
7d187801885842645486f00fb166f378,eletrodomesticos,60.0,341.0,1.0,150.0,20.0,13.0,12.0
79c0ace2ccf0da036e787875a49151a4,moveis_cozinha_area_de_servico_jantar_e_jardim,55.0,1211.0,5.0,14150.0,100.0,15.0,15.0
7340a3839a1de1e99d149b8cf052a2ec,cama_mesa_banho,56.0,536.0,1.0,800.0,45.0,15.0,35.0
c777355d18b72b67abbeef9df44fd0fd,moveis_decoracao,59.0,695.0,2.0,3050.0,33.0,13.0,33.0
ecab3fa721d1b06c225f23c30f02eb5e,esporte_lazer,58.0,2738.0,5.0,175.0,22.0,9.0,12.0
01cf56cd6138b926a4802d16fc304149,eletronicos,43.0,3023.0,6.0,100.0,16.0,16.0,16.0
8c0bd0d6526379599b74a3a006d4c124,,,,,1000.0,30.0,30.0,30.0
efec0b0b076ce3f164b80145743ebc02,brinquedos,8.0,304.0,1.0,245.0,18.0,12.0,13.0
0ea04fc101523a27bb53845d14d7d809,construcao_ferramentas_construcao,52.0,303.0,1.0,100.0,16.0,35.0,11.0
500870614ddcf5bd84f7d26861026c8a,telefonia,58.0,434.0,3.0,217.0,18.0,4.0,13.0
8474d936fee23f0c45620cc2022871cc,casa_conforto,57.0,217.0,3.0,10050.0,50.0,30.0,40.0
86a11a09edde2267675505fc4d56d9b0,automotivo,53.0,1209.0,4.0,1600.0,30.0,30.0,30.0
85b8a24337b4e2571f8fee38f4253a06,esporte_lazer,51.0,447.0,1.0,300.0,20.0,15.0,18.0
09fbb9fc5bffc1ce6dc2f66289dfcb05,esporte_lazer,57.0,1666.0,1.0,3675.0,28.0,33.0,25.0
54d9ac713e253fa1fae9c8003b011c2a,cool_stuff,57.0,787.0,8.0,1867.0,36.0,6.0,36.0
f177554ea93259a5b282f24e33f65ab6,fashion_bolsas_e_acessorios,35.0,60.0,1.0,200.0,16.0,16.0,11.0
8ef8561be5799da29925c5baaf083a13,bebes,60.0,777.0,5.0,1400.0,26.0,25.0,25.0
d64e758afad411049a45e42c9a259241,perfumaria,23.0,193.0,1.0,100.0,16.0,11.0,11.0
54d7ad85b648d3cb2b7069ed446d7f35,informatica_acessorios,42.0,503.0,1.0,1067.0,32.0,13.0,22.0
e6b6e13cf71449a457269f425b89dc74,audio,38.0,2887.0,1.0,588.0,19.0,14.0,17.0
e9f2586707fb45ea0f9997c54f585842,esporte_lazer,35.0,1034.0,1.0,1450.0,23.0,32.0,23.0
e70f7c188cd2c0f01a1f6b35411cc481,relogios_presentes,56.0,742.0,3.0,250.0,16.0,2.0,11.0
a4800b5d0f4850922208a6cefcffed51,esporte_lazer,28.0,1042.0,1.0,1250.0,19.0,12.0,12.0
eb551aa4ed7eb5e2839d5b7d2896bece,telefonia,51.0,350.0,1.0,100.0,19.0,3.0,11.0
db886bd83f6a076a2caeb7fd02722c35,informatica_acessorios,56.0,186.0,1.0,710.0,33.0,14.0,15.0
4cb33e9787e8a38b82bd68e70f5f4700,perfumaria,55.0,878.0,1.0,333.0,19.0,19.0,21.0
d33a74e1b6cfc152b6b3f43324d54987,informatica_acessorios,56.0,366.0,1.0,350.0,27.0,4.0,34.0
e8c6039a25765995ac7c1ec2cbef5765,relogios_presentes,58.0,364.0,2.0,250.0,40.0,10.0,25.0
8d1224321dc883703df71dcb5be296b3,cama_mesa_banho,57.0,630.0,2.0,750.0,55.0,14.0,38.0
d41dc2f2979f52d75d78714b378d4068,consoles_games,44.0,228.0,1.0,450.0,30.0,7.0,25.0
9545d45c37449ccbc376de3a04c66e71,beleza_saude,39.0,1749.0,1.0,1350.0,27.0,9.0,18.0
636598095d69a5718e67d2c9a3c7dde6,ferramentas_jardim,52.0,1834.0,1.0,3900.0,31.0,13.0,13.0
1ec486885049bbb9b79351d150ed18c4,fashion_bolsas_e_acessorios,36.0,412.0,5.0,100.0,16.0,5.0,20.0
bd6e8cf9fe4122c385da2bcb9f979d5d,telefonia,44.0,497.0,1.0,88.0,16.0,7.0,12.0
017692475c1c954ff597feda05131d73,perfumaria,54.0,933.0,1.0,50.0,16.0,5.0,11.0
880be32f4db1d9f6e2bec38fb6ac23ab,brinquedos,45.0,589.0,4.0,200.0,16.0,7.0,11.0
553e0e7590d3116a072507a3635d2877,cama_mesa_banho,38.0,735.0,5.0,800.0,20.0,20.0,20.0
5b3aa845bba5aa7ba1216e36ae882cfa,beleza_saude,42.0,618.0,2.0,75.0,16.0,10.0,11.0
f819f0c84a64f02d3a5606ca95edd272,relogios_presentes,59.0,452.0,1.0,710.0,19.0,13.0,14.0
306b0c58328826c0564cbc520787d508,cama_mesa_banho,31.0,209.0,3.0,765.0,35.0,20.0,48.0
4c3ae5db49258df0784827bdacf3b396,bebes,44.0,304.0,1.0,100.0,16.0,5.0,16.0
3cc842aabeddd8ef0d633a10ef8a51aa,brinquedos,32.0,582.0,4.0,900.0,44.0,40.0,16.0
224037b21bfa8621e39c265513ee6594,portateis_casa_forno_e_cafe,50.0,345.0,1.0,16550.0,40.0,60.0,40.0
735413ccfa564132a231aad945ef85ad,esporte_lazer,55.0,342.0,3.0,300.0,22.0,15.0,22.0
23f91e3d76be3938bfad0ff292392502,automotivo,56.0,3213.0,2.0,4500.0,24.0,19.0,18.0
5fb8e63ae576fbfbd243c50c5ce74050,telefonia,59.0,603.0,1.0,275.0,18.0,4.0,12.0
a6cef514bc1c722ff447863e87e4d77d,automotivo,53.0,1168.0,1.0,1500.0,105.0,7.0,25.0
eb3569b5cae58e2c6f616f86d3fcd507,moveis_decoracao,60.0,656.0,3.0,2500.0,45.0,7.0,50.0
a9c404971d1a5b1cbc2e4070e02731fd,,,,,700.0,35.0,14.0,11.0
a3f986f6c4400aa6545d224be435f812,climatizacao,33.0,451.0,1.0,1655.0,30.0,30.0,20.0
dc2410804cf782c5d87dbcd201b74e9b,informatica_acessorios,44.0,292.0,1.0,1000.0,36.0,9.0,20.0
2d9ff06c8870a518f5f6909774e140fb,utilidades_domesticas,44.0,543.0,3.0,950.0,25.0,10.0,36.0
30c01cc81c9eb80469371743813789cc,pet_shop,59.0,732.0,4.0,300.0,16.0,16.0,16.0
8a6187b2665118d5095f99a25fd7ba7a,cama_mesa_banho,56.0,275.0,1.0,1300.0,45.0,15.0,35.0
786248c98cab9ad5cccdb751909da1af,papelaria,60.0,339.0,4.0,200.0,16.0,10.0,16.0
629e019a6f298a83aeecc7877964f935,automotivo,57.0,1166.0,5.0,1750.0,30.0,30.0,30.0
bfc0d01be79d9038c7720f983bf954e0,relogios_presentes,59.0,2852.0,2.0,950.0,40.0,20.0,12.0
4c1bbc12438daec98a77243c2bf7a3ba,moveis_escritorio,24.0,985.0,1.0,15475.0,81.0,7.0,83.0
4244733e06e7ecb4970a6e2683c13e61,cool_stuff,58.0,598.0,4.0,650.0,28.0,9.0,14.0
616042729c11849827291496b18e9ec5,esporte_lazer,45.0,891.0,1.0,300.0,16.0,16.0,16.0
81825b8f118d301ef4933de64545b307,utilidades_domesticas,60.0,402.0,2.0,10100.0,31.0,61.0,31.0
f9259c9e7c0f12c70f7a81409680a5ff,esporte_lazer,45.0,407.0,2.0,925.0,52.0,21.0,33.0
b60856ce32d90658dbf99b9485327c25,eletronicos,40.0,429.0,1.0,150.0,25.0,7.0,16.0
89321f94e35fc6d7903d36f74e351d40,alimentos,59.0,982.0,1.0,150.0,17.0,13.0,13.0
b69eb25e3a4def8e9cddee18712e0c5e,cool_stuff,59.0,993.0,5.0,7750.0,34.0,33.0,33.0
11a0fdc4251f15bb96dbfff7ef5475eb,moveis_decoracao,59.0,2007.0,4.0,2850.0,69.0,11.0,11.0
6e77b89d36e50217e6793780a8ce5c82,telefonia,60.0,777.0,6.0,300.0,17.0,4.0,12.0
abc3432ff825d8e524db1d4eac6d2099,telefonia,54.0,713.0,4.0,150.0,17.0,10.0,13.0
4a25d757ff72fad7534f478c90be77e6,telefonia,59.0,751.0,6.0,275.0,18.0,4.0,12.0
6ff1fc9209c7854704a4f75c9fac41b4,agro_industria_e_comercio,59.0,489.0,2.0,233.0,16.0,5.0,13.0
3f14d740544f37ece8a9e7bc8349797e,informatica_acessorios,44.0,655.0,1.0,321.0,19.0,14.0,13.0
68c923fddf7f83316b53252eaf830724,cool_stuff,33.0,892.0,1.0,1000.0,42.0,25.0,15.0
b10eba910a974df70b8a12d0665cdb9e,cama_mesa_banho,46.0,246.0,1.0,550.0,51.0,4.0,41.0
394b16cd32e9f883365dd7ebac4edbe0,eletronicos,53.0,377.0,1.0,150.0,25.0,7.0,16.0
0b0172eb0fd18479d29c3bc122c058c2,eletronicos,53.0,265.0,2.0,150.0,22.0,13.0,15.0
6eda94acf0ad08a1bb12f10aef74767d,eletroportateis,47.0,636.0,1.0,1625.0,17.0,39.0,18.0
d6bbda35f0b8505c2f824f1d90295855,brinquedos,45.0,317.0,5.0,250.0,16.0,7.0,11.0
99e71b776debf2f01a69dce207e3e4f8,perfumaria,52.0,1891.0,1.0,250.0,16.0,10.0,11.0
2948658cb6abc82847412be7201bfc4c,beleza_saude,59.0,1030.0,5.0,3500.0,36.0,25.0,21.0
3fe46d73f7527ad59e36c21c3e783041,consoles_games,58.0,1099.0,1.0,900.0,30.0,30.0,40.0
d67212d63e76d57ee86cec463681f842,automotivo,44.0,123.0,1.0,640.0,16.0,11.0,14.0
5a419dbf24a8c9718fe522b81c69f61a,cool_stuff,53.0,537.0,2.0,1800.0,34.0,5.0,34.0
fa11ecd35f999783e96ac500532d9d45,cool_stuff,57.0,1023.0,7.0,7150.0,79.0,5.0,63.0
c389f712c4b4510bc997cee93e8b1a28,malas_acessorios,41.0,500.0,1.0,2965.0,41.0,27.0,34.0
98f34b46fd3c8edec3b0e453e0095e77,informatica_acessorios,36.0,835.0,1.0,150.0,16.0,2.0,11.0
fa28f114992077c601cdb9810c5108a4,utilidades_domesticas,58.0,605.0,1.0,2500.0,33.0,31.0,23.0
913eefa4eb54c8a9bcb9871dfd94a0ca,ferramentas_jardim,28.0,634.0,2.0,400.0,20.0,5.0,21.0
e5bd04e8e3cb77f1a49404d588d3e528,cama_mesa_banho,46.0,348.0,1.0,600.0,26.0,2.0,20.0
d7cdea99e6f50310c242d02f16f1f63c,relogios_presentes,41.0,359.0,4.0,450.0,23.0,23.0,20.0
4bc3ab2ff016887e619e587a993af3bf,relogios_presentes,44.0,516.0,1.0,500.0,20.0,11.0,15.0
0f80705139ce16ea35bb489987399b55,brinquedos,49.0,216.0,3.0,550.0,30.0,20.0,20.0
e5f2d52b802189ee658865ca93d83a8f,pet_shop,56.0,239.0,2.0,30000.0,50.0,30.0,40.0
03bb24d19ea7449ce170e0888d830707,informatica_acessorios,53.0,148.0,1.0,910.0,32.0,14.0,15.0
5d7c23067ed3fc8c6e699b9373d5890b,fashion_bolsas_e_acessorios,54.0,151.0,3.0,250.0,16.0,2.0,20.0
e1fad996d18315862e15d09446c5c65d,cama_mesa_banho,51.0,572.0,1.0,6750.0,30.0,20.0,20.0
437c05a395e9e47f9762e677a7068ce7,beleza_saude,40.0,409.0,1.0,1110.0,19.0,11.0,18.0
aede48631330269f65a8d680de491657,malas_acessorios,45.0,573.0,1.0,1400.0,48.0,10.0,33.0
8ec7eb9f181b55edfe7d45092c37a3ef,beleza_saude,49.0,913.0,1.0,400.0,19.0,12.0,13.0
817e1c2d22418c36386406ccacfa53e8,moveis_decoracao,37.0,267.0,1.0,2750.0,50.0,50.0,16.0
b6397895a17ce86decd60b898b459796,ferramentas_jardim,43.0,1134.0,1.0,1400.0,27.0,9.0,11.0
64d67d69ec57113ff99bbaab62ac1c53,automotivo,55.0,3357.0,1.0,2250.0,16.0,25.0,11.0
ff5d87897ed26d564711df324b98ebee,relogios_presentes,49.0,443.0,2.0,350.0,19.0,13.0,19.0
6536314c94d43b787fc1c622941da14b,telefonia_fixa,42.0,309.0,3.0,100.0,19.0,3.0,20.0
4535b0e1091c278dfd193e5a1d63b39f,livros_tecnicos,52.0,1192.0,1.0,850.0,29.0,3.0,21.0
5c6a3e484e7aebf406c2045718dea406,beleza_saude,49.0,451.0,3.0,1150.0,42.0,11.0,12.0
8317b177579dd27ff068b83205e2169b,cool_stuff,43.0,465.0,1.0,400.0,18.0,12.0,14.0
4089861a1bd4685da70bddd6b4f974f1,ferramentas_jardim,44.0,152.0,1.0,1500.0,27.0,6.0,23.0
c8e7c2ef329fcda4a233e7e2f8bb8b7d,utilidades_domesticas,58.0,1245.0,1.0,200.0,16.0,12.0,11.0
2fd91ba79b5f4f8342b67bd79cb54b3f,brinquedos,58.0,761.0,3.0,450.0,38.0,12.0,20.0
8695c431b31927efef5343e675f279e7,perfumaria,57.0,287.0,1.0,450.0,23.0,8.0,15.0
884fa3cd42986ba480ea2f8ae4e25ff7,informatica_acessorios,40.0,354.0,1.0,850.0,31.0,11.0,11.0
5d90b82ad1fdff812987fa28158b7984,cama_mesa_banho,52.0,408.0,1.0,1400.0,20.0,20.0,20.0
10dae91e0aba95747e90280edeffe883,bebes,54.0,1027.0,3.0,100.0,17.0,6.0,11.0
722f84416177a451c3be217ef8ffa082,moveis_decoracao,57.0,849.0,1.0,19200.0,58.0,40.0,50.0
8afee64dc809d5e833ae113a81774ddc,informatica_acessorios,58.0,899.0,1.0,250.0,16.0,2.0,11.0
1809be4f054d8243278d6c83207696ee,beleza_saude,60.0,360.0,1.0,3500.0,24.0,15.0,17.0
ed08ea04c92f5f434c2362f7310fb328,utilidades_domesticas,29.0,1319.0,2.0,100.0,28.0,17.0,11.0
5a848e4ab52fd5445cdc07aab1c40e48,,,,,400.0,20.0,12.0,15.0
24e8c79f39c68fbdbd57a5813ae72b94,relogios_presentes,22.0,852.0,1.0,225.0,19.0,12.0,15.0
ba05e2861971098fc7ecd8162c23452a,ferramentas_jardim,63.0,692.0,1.0,850.0,22.0,7.0,17.0
a50acd33ba7a8da8e9db65094fa990a4,automotivo,53.0,555.0,1.0,4105.0,67.0,10.0,67.0
6a8631b72a2f8729b91514db87e771c0,eletronicos,54.0,614.0,1.0,100.0,17.0,6.0,11.0
85d619318aa201aca57171aabeed0048,esporte_lazer,34.0,343.0,1.0,150.0,21.0,4.0,19.0
f8b624d4e475bb8d1bddf1b65c6a64f6,utilidades_domesticas,46.0,323.0,1.0,2841.0,40.0,23.0,26.0
d04bbac48960ecb7ea311b00ca6e1cb7,industria_comercio_e_negocios,52.0,784.0,4.0,11325.0,18.0,105.0,30.0
ace05b62c79dffc86cd12b281dc05b93,perfumaria,34.0,315.0,2.0,200.0,20.0,7.0,15.0
8b5632d7a4f86bd2f1331355305427e6,moveis_decoracao,37.0,273.0,1.0,2850.0,50.0,50.0,16.0
22d65c4f3ab25834df12163a3403da32,bebes,33.0,908.0,1.0,1000.0,42.0,25.0,15.0
4fa33915031a8cde03dd0d3e8fb27f01,perfumaria,43.0,116.0,1.0,468.0,23.0,18.0,19.0
389d119b48cf3043d311335e499d9c6b,ferramentas_jardim,59.0,341.0,2.0,1750.0,37.0,22.0,40.0
41eee23c25f7a574dfaf8d5c151dbb12,,,,,200.0,16.0,2.0,11.0
44fc450365728c413fefc547592626be,eletroportateis,28.0,1426.0,1.0,1833.0,21.0,19.0,22.0
f5cb4f19ca215fb34aef190918d45f46,informatica_acessorios,47.0,219.0,1.0,200.0,23.0,11.0,15.0
7e8067e7e5ce7aec0e2cb7c1a456d112,automotivo,44.0,396.0,4.0,350.0,16.0,15.0,16.0
b74cc46deca5ba8f6a2226df8041a0b7,beleza_saude,40.0,3049.0,1.0,300.0,16.0,16.0,16.0
016711f78a6a87696645db0a6a834826,beleza_saude,14.0,1366.0,2.0,1150.0,27.0,22.0,39.0
873ecb2fd02d35f52e5820550e538e72,esporte_lazer,33.0,579.0,1.0,11900.0,20.0,10.0,20.0
cd4b1bc1c7c94fdcd94b2a7a87eeb050,relogios_presentes,38.0,678.0,1.0,400.0,16.0,2.0,11.0
766a6a4c51c63991e78e192d802787a9,construcao_ferramentas_construcao,57.0,180.0,5.0,14050.0,54.0,20.0,40.0
c4baedd846ed09b85f78a781b522f126,ferramentas_jardim,58.0,1893.0,1.0,5950.0,20.0,20.0,20.0
f3b8bfa5b86249e75e5c0632acc0e82e,beleza_saude,42.0,614.0,1.0,2550.0,20.0,20.0,30.0
a9e9edb1bcac585bfbfa381ce40e5d99,ferramentas_jardim,53.0,3850.0,3.0,8600.0,50.0,40.0,50.0
ec02a5d380128f7a188e9ce8f3ddd832,cool_stuff,59.0,599.0,2.0,2275.0,45.0,25.0,18.0
38fa750a3a3b3204f169c86a3284d387,esporte_lazer,39.0,1057.0,1.0,183.0,16.0,18.0,16.0
fbb1cfc2810efabf3235eccf4530f4ae,,,,,800.0,35.0,15.0,20.0
